Clone,Replicate,Float/Sink,Epp/Hatch,Plate,Well,ID,SampleWeek,HatchDate,Vernalized,Dead,Sterile,?,AllMale,MalesObs,EppObserved,FullEppObserve,Reproduced,Notes,1WeekCheckDate,1WeekAlive,2WeekCheckDate,2WeekAlive,3WeekCheckDate,3WeekAlive,4WeekCheckDate,4WeekAlive,5WeekCheckDate,5WeekAlive
D8515,R2,Float,Hatch,5/23/2019,E8,307_A,6,7/17/2019,1,,,,1,1,1,1,1,"jar dead, all male",7/24/2019,Y,7/31/2019,Y,8/7/2019,R,8/14/2019,R,8/21/2019,R
D8515,R2,Float,Hatch,5/23/2019,E11,308_B,6,7/17/2019,1,,,,,1,1,1,1,,7/24/2019,Y,7/31/2019,Y,8/7/2019,R,8/14/2019,R,8/21/2019,R
D8515,R2,Sink,Hatch,5/23/2019,F9,314_B,6,7/17/2019,1,,,,,1,1,1,1,,7/24/2019,Y,7/31/2019,Y,8/7/2019,R,8/14/2019,R,8/21/2019,R
D8515,R2,Sink,Hatch,5/23/2019,F12,316_A,6,7/17/2019,1,,,,,1,1,1,1,,7/24/2019,Y,7/31/2019,Y,8/7/2019,R,8/14/2019,R,8/21/2019,R
D8515,R2,Sink,Hatch,5/23/2019,G7,319_B,6,7/17/2019,1,,,,,1,1,1,1,,7/24/2019,Y,7/31/2019,Y,8/7/2019,R,8/14/2019,R,8/21/2019,R
AxB,R2,Sink,Hatch,5/23/2019,C3,272_A,6,7/17/2019,1,,,,1,1,1,,1,"jar dead, all male",7/26/2019,Y,8/2/2019,Y,8/9/2019,R,8/16/2019,R,8/23/2019,R
D8222,R2,Sink,Hatch,5/23/2019,A3,245_A,6,5/27/2019,0,,,,,1,1,1,1,,6/3/2019,Y,6/10/2019,Y,6/17/2019,Y,6/24/2019,R,7/1/2019,R
D8515,R2,Sink,Hatch,5/23/2019,F10,315_A,6,6/6/2019,0,,,,,,1,,1,,6/13/2019,Y,6/20/2019,Y,6/27/2019,Y,7/4/2019,R,7/11/2019,R
D8515,R2,Float,Hatch,5/23/2019,E12,309_A,6,7/17/2019,1,,,,,1,1,,1,,7/24/2019,Y,7/31/2019,Y,8/7/2019,Y,8/14/2019,R,8/21/2019,R
D8515,R2,Sink,Hatch,5/23/2019,G3,317_B,6,7/17/2019,1,,,,,1,1,1,1,,7/24/2019,Y,7/31/2019,Y,8/7/2019,Y,8/14/2019,R,8/21/2019,R
D8515,R2,Float,Hatch,5/23/2019,E6,306_A,6,6/6/2019,0,,,,,1,,,1,7/18: Not Enough for Etoh or Split,6/13/2019,Y,6/20/2019,Y,6/27/2019,Y,7/4/2019,Y,7/11/2019,R
AxB,R2,Sink,Hatch,5/23/2019,C1,270_A,6,7/17/2019,1,,,,,1,1,,1,,7/24/2019,Y,7/31/2019,Y,8/7/2019,Y,8/14/2019,Y,8/21/2019,R
AxB,R4,Sink,Hatch,5/23/2019,D5,291_A,6,7/17/2019,1,,,,,1,1,,1,,7/24/2019,Y,7/31/2019,Y,8/7/2019,Y,8/14/2019,Y,8/21/2019,R
AxB,R4,Sink,Hatch,5/23/2019,D12,300_A,6,6/6/2019,0,,1,,,,,,,,6/13/2019,Y,6/20/2019,Y,6/27/2019,Y,7/4/2019,Y,7/11/2019,Y
AxB,R4,Float,Hatch,5/23/2019,D2,288_A,6,7/17/2019,1,,1,,,,,,,atypical sterile pheno,7/24/2019,Y,7/31/2019,Y,8/7/2019,Y,8/14/2019,Y,8/21/2019,Y
D8222,R1,Float,Hatch,5/23/2019,H6,326_A,6,7/17/2019,1,,1,,,,,,,,7/24/2019,Y,7/31/2019,Y,8/7/2019,Y,8/14/2019,Y,8/21/2019,Y
D8515,R2,Float,Hatch,5/23/2019,E4,305_A,6,7/17/2019,1,,1,,,,,,,atypical sterile pheno,7/24/2019,Y,7/31/2019,Y,8/7/2019,Y,8/14/2019,Y,8/21/2019,Y
D8515,R2,Float,Hatch,5/23/2019,E5,305_B,6,7/17/2019,1,,1,,,,,,,,7/24/2019,Y,7/31/2019,Y,8/7/2019,Y,8/14/2019,Y,8/21/2019,Y
D8515,R2,Float,Hatch,5/23/2019,E9,307_B,6,7/17/2019,1,,1,,,,,,,,7/24/2019,Y,7/31/2019,Y,8/7/2019,Y,8/14/2019,Y,8/21/2019,Y
D8515,R2,Sink,Hatch,5/23/2019,F7,313_B,6,7/17/2019,1,,1,,,,,,,,7/24/2019,Y,7/31/2019,Y,8/7/2019,Y,8/14/2019,Y,8/21/2019,Y
AxB,R1,Sink,Hatch,5/23/2019,A10,252_A,6,6/3/2019,0,,1,,,,,,,,6/10/2019,Y,6/17/2019,Y,6/24/2019,Y,7/1/2019,Y ,7/8/2019,Y
D8222,R2,Sink,Hatch ,5/23/2019,A4,245_B,6,5/27/2019,0,1,,,,,,,,,6/3/2019,Y,6/10/2019,N,6/17/2019,N,6/24/2019,N,7/1/2019,N
D8222,R1,Sink,Hatch,5/31/2019,F7,368_B,7,6/6/2019,0,1,,,,,,,,,6/13/2019,N,6/20/2019,N,6/27/2019,N,7/4/2019,N,7/11/2019,N
D8515,R1,Sink,Hatch,5/31/2019,H12,388_A,7,6/3/2019,0,1,,,,,,,,,6/10/2019,Y,6/17/2019,Y,6/24/2019,Y,7/1/2019,Y,7/8/2019,N
D8222,R1,Float,Hatch,5/31/2019,B10,341_A,7,6/21/2019,0,,,,,,1,,1,,6/28/2019,Y,7/5/2019,Y,7/12/2019,R,7/19/2019,R,7/26/2019,R
D8222,R2,Sink,Hatch,5/31/2019,H5,384_B,7,6/6/2019,0,,,,,1,1,1,1,2 empty epp in backup,6/13/2019,Y,6/20/2019,Y,6/27/2019,Y,7/4/2019,R,7/11/2019,R
D8515,R1,Float,Hatch,5/31/2019,H8,386_A,7,6/6/2019,0,,,,,1,1,,1,,6/13/2019,Y,6/20/2019,Y,6/27/2019,Y,7/4/2019,R,7/11/2019,R
D8222,R1,Float,Hatch,5/31/2019,B11,342_A,7,7/1/2019,0,,,,,1,1,1,1,,7/8/2019,Y,7/15/2019,Y,7/22/2019,Y,7/29/2019,R,8/5/2019,R
AxB,R3,,Hatch,6/6/2019,C4,429_A,8,8/9/2019,1,,,,,,1,,1,,8/16/2019,Y,8/23/2019,Y,8/30/2019,R,9/6/2019,R,9/13/2019,R
AxB,R2,,Hatch,6/6/2019,A6,404,8,6/21/2019,0,,,,,1,1,,1,,6/28/2019,Y,7/5/2019,Y,7/12/2019,Y,7/19/2019,R,7/26/2019,R
AxB,R1,,Hatch,6/6/2019,B8,418_A,8,8/6/2019,1,,,,,,,,1,,8/13/2019,Y,8/20/2019,Y,8/27/2019,Y,9/3/2019,R,9/10/2019,R
AxB,R2,,Hatch,6/6/2019,A2,400_A,8,6/11/2019,0,1,,,,,,,,,6/18/2019,N,6/25/2019,N,7/2/2019,N,7/9/2019,N,7/16/2019,
AxB,R2,,Hatch,6/6/2019,A9,407_A,8,7/3/2019,0,1,,,,,,,,,7/11/2019,Y,7/18/2019,Y,7/25/2019,N,8/1/2019,,8/8/2019,
AxB,R2,,Hatch,6/6/2019,A1,399_A,8,8/6/2019,1,1,,,,,,,,,8/13/2019,Y,8/20/2019,Y,8/27/2019,N,9/3/2019,,9/10/2019,
AxB,R2,,Hatch,6/6/2019,A7,405_A,8,8/9/2019,1,1,,,,,,,,,8/16/2019,Y,8/23/2019,Y,8/30/2019,N,9/6/2019,,9/13/2019,
AxB,R3,,Hatch,6/6/2019,C10,435,8,6/24/2019,0,1,,,,,,,,,7/1/2019,Y,7/8/2019,N,7/15/2019,,7/22/2019,,7/29/2019,
AxB,R2,,Hatch,6/6/2019,A8,406_A,8,8/6/2019,1,1,,,,,,,,,8/13/2019,Y,8/20/2019,N,8/27/2019,,9/3/2019,,9/10/2019,
AxB,R4,,Hatch,6/6/2019,D2,439_A,8,8/6/2019,1,1,,,,,,,,,8/13/2019,Y,8/20/2019,N,8/27/2019,,9/3/2019,,9/10/2019,
AxB,R4,,Hatch,6/6/2019,D8,445_A,8,8/9/2019,1,1,,,,,,,,,8/16/2019,Y,8/23/2019,N,8/30/2019,,9/6/2019,,9/13/2019,
AxB,R3,,Hatch,6/6/2019,C8,433,8,6/11/2019,0,1,,,,,,,,,6/18/2019,N,6/25/2019,,7/2/2019,,7/9/2019,,7/16/2019,
AxB,R3,,Hatch,6/6/2019,C3,427_A,8,8/9/2019,1,1,,,,,,,,,8/16/2019,N,8/23/2019,,8/30/2019,,9/6/2019,,9/13/2019,
AxB,R2,,Hatch,6/6/2019,A12,410,8,6/11/2019,0,,,,,1,1,1,1,,6/18/2019,Y,6/25/2019,Y,7/2/2019,R,7/9/2019,R,7/16/2019,R
AxB,R2,,Hatch,6/6/2019,B3,413,8,6/11/2019,0,,,,,1,1,,1,"1 1-egg, 1 2-egg epp in backup, backup all male, dead",6/18/2019,Y,6/25/2019,Y,7/2/2019,R,7/9/2019,R,7/16/2019,R
AxB,R4,,Hatch,6/6/2019,D5,442,8,6/11/2019,0,,,,,1,1,1,1,"6 empty epp in backup, back up all male, dead",6/18/2019,Y,6/25/2019,Y,7/2/2019,R,7/9/2019,R,7/16/2019,R
AxB,R3,,Hatch,6/6/2019,C5,430,8,6/19/2019,0,,,,,1,1,1,1,,6/26/2019,Y,7/3/2019,Y,7/10/2019,R,7/17/2019,R,7/24/2019,R
AxB,R1,,Hatch,6/6/2019,B6,416_A,8,8/6/2019,1,,,,,1,1,1,1,,8/13/2019,Y,8/20/2019,Y,8/27/2019,R,9/3/2019,R,9/10/2019,R
AxB,R3,,Hatch,6/6/2019,C6,431_A,8,8/9/2019,1,,,,,,1,,1,,8/16/2019,Y,8/23/2019,Y,8/30/2019,R,9/6/2019,R,9/13/2019,R
AxB,R4,,Hatch,6/6/2019,D6,443_A,8,8/9/2019,1,,,,,1,1,1,1,,8/16/2019,Y,8/23/2019,Y,8/30/2019,R,9/6/2019,R,9/13/2019,R
AxB,R2,,Hatch,6/6/2019,A5,403,8,6/11/2019,0,,,,,1,,,1,,6/18/2019,Y,6/25/2019,Y,7/2/2019,Y,7/9/2019,R,7/16/2019,R
AxB,R1,,Hatch,6/6/2019,B12,422,8,6/11/2019,0,,,,,1,1,1,1,"7/16: media change, 1 empty, 2 2-egg epp in backups",6/18/2019,Y,6/25/2019,Y,7/2/2019,Y,7/9/2019,R,7/16/2019,R
AxB,R4,,Hatch,6/6/2019,D1,438,8,6/11/2019,0,,,,,1,1,,1,1 1-egg epp in backups,6/18/2019,Y,6/25/2019,Y,7/2/2019,Y,7/9/2019,R,7/16/2019,R
AxB,R4,,Hatch,6/6/2019,C12,437_A,8,8/9/2019,1,,,,,1,1,1,1,,8/16/2019,Y,8/23/2019,Y,8/30/2019,Y,9/6/2019,R,9/13/2019,R
AxB,R2,,Hatch,6/6/2019,B2,412,8,6/11/2019,0,,,,,1,1,,1,"7/16: media change, 1 empty, 1 2-egg epp in backups",6/18/2019,Y,6/25/2019,Y,7/2/2019,Y,7/9/2019,Y,7/16/2019,R
AxB,R2,,Hatch,6/6/2019,B5,415,8,6/11/2019,0,,1,,,,,,,Sterile,6/18/2019,Y,6/25/2019,Y,7/2/2019,Y,7/9/2019,Y,7/16/2019,Y
AxB,R4,,Hatch,6/6/2019,D3,440,8,6/11/2019,0,,1,,,,,,,Sterile,6/18/2019,Y,6/25/2019,Y,7/2/2019,Y,7/9/2019,Y,7/16/2019,Y
AxB,R2,,Hatch,6/6/2019,B4,414_A,8,8/6/2019,1,,1,,,,,,,,8/13/2019,Y,8/20/2019,Y,8/27/2019,Y,9/3/2019,Y,9/10/2019,Y
D8222,R1,,Epp,6/7/2019,Well 4,6,8,7/1/2019,0,1,,,,,,,,,7/8/2019,Y,7/15/2019,N,7/22/2019,N,7/29/2019,,8/5/2019,
D8222,R2,,Epp,6/7/2019,D3,P93_A,8,7/5/2019,0,1,,,,,,,,,7/12/2019,N,7/19/2019,N,7/26/2019,,8/2/2019,,8/9/2019,
AxB,R2,Float,Epp,5/14/19A,C1,P38_A,5,7/3/2019,1,1,,,,,,,1,,7/11/2019,Y,7/18/2019,R,7/25/2019,R (mom dead),8/1/2019,R,8/8/2019,R
AxB,R2,Float,Epp,5/14/19A,E8,P69_A,5,7/3/2019,1,,,,,1,,,1,,7/10/2019,Y,7/17/2019,Y,7/24/2019,R,7/31/2019,R,8/7/2019,R
AxB,R4,Sink,Epp,5/14/19A,G9,P14_B,5,7/3/2019,1,,,,,1,1,,1,,7/10/2019,Y,7/17/2019,Y,7/24/2019,R,7/31/2019,R,8/7/2019,R
AxB,R4,Sink,Epp,5/14/19A,H10,P27_A,5,7/3/2019,1,,,,,1,,,1,"jar dead, all male",7/10/2019,Y,7/17/2019,Y,7/24/2019,R,7/31/2019,R,8/7/2019,R
AxB,R2,Float,Epp,5/14/19A,B3,P28_A,5,7/3/2019,1,,,,,1,1,1,1,"jar dead, all male",7/11/2019,Y,7/18/2019,Y,7/25/2019,R,8/1/2019,R,8/8/2019,R
AxB,R2,Float,Epp,5/14/19A,B4,P29_A,5,7/3/2019,1,,,,,1,,,1,,7/11/2019,Y,7/18/2019,Y,7/25/2019,R,8/1/2019,R,8/8/2019,R
AxB,R2,Float,Epp,5/14/19A,C12,P49_A,5,7/3/2019,1,,,,,,1,1,1,Not media changed until week 6!,7/11/2019,Y,7/18/2019,Y,7/25/2019,R,8/1/2019,R,8/8/2019,R
AxB,R2,Float,Epp,5/14/19A,E3,P64_B,5,7/3/2019,1,,,,,1,1,,1,"jar dead, all male",7/11/2019,Y,7/18/2019,Y,7/25/2019,R,8/1/2019,R,8/8/2019,R
AxB,R2,Float,Epp,5/14/19A,C2,P39_A,5,7/5/2019,1,,,,,1,1,1,1,,7/12/2019,Y,7/19/2019,Y,7/26/2019,R,8/2/2019,R,8/9/2019,R
AxB,R2,Float,Epp,5/14/19A,D4,P41_A,5,7/3/2019,1,1,,,,,,,,,7/11/2019,Y,7/18/2019,Y,7/25/2019,Y,8/1/2019,N,8/8/2019,
AxB,R2,Float,Epp,5/14/19A,E6,P67_A,5,7/1/2019,1,1,,,,,,,,,7/8/2019,Y,7/15/2019,N,7/22/2019,N,7/29/2019,,8/5/2019,
AxB,R4,Float,Epp,5/14/19A,F11,P4_A,5,6/28/2019,1,1,,,,,,,,,7/5/2019,N,7/12/2019,N,7/19/2019,,7/26/2019,,8/2/2019,
AxB,R2,Float,Epp,5/14/19A,B2,P27_A,5,7/3/2019,1,1,,,,,,,,,7/11/2019,N,7/18/2019,N,7/25/2019,,8/1/2019,,8/8/2019,
AxB,R4,Float,Epp,5/14/19A,F10,P3_A,5,7/3/2019,1,1,,,,,,,,,7/11/2019,N,7/18/2019,N,7/25/2019,,8/1/2019,,8/8/2019,
AxB,R2,Float,Epp,5/14/19A,B5,P30_B,5,7/3/2019,1,1,,,,,,,,,7/11/2019,N,7/18/2019,N,7/25/2019,,8/1/2019,,8/8/2019,
AxB,R2,Float,Epp,5/14/19A,D1,P50_A,5,7/3/2019,1,1,,,,,,,,,7/11/2019,N,7/18/2019,N,7/25/2019,,8/1/2019,,8/8/2019,
AxB,R2,Float,Epp,5/14/19A,E12,P73_A,5,7/3/2019,1,1,,,,,,,,,7/11/2019,N,7/18/2019,N,7/25/2019,,8/1/2019,,8/8/2019,
AxB,R2,Float,Epp,5/14/19A,F6,P79_A,5,7/3/2019,1,1,,,,,,,,,7/11/2019,N,7/18/2019,N,7/25/2019,,8/1/2019,,8/8/2019,
AxB,R2,Sink,Epp,5/14/19A,A5,P18_A,5,7/5/2019,1,1,,,,,,,,,7/12/2019,N,7/19/2019,N,7/26/2019,,8/2/2019,,8/9/2019,
AxB,R2,Sink,Epp,5/14/19A,A6,P19_A,5,7/5/2019,1,1,,,,,,,,,7/12/2019,N,7/19/2019,N,7/26/2019,,8/2/2019,,8/9/2019,
AxB,R4,Sink,Epp,5/14/19A,C5,P22_C,5,7/5/2019,1,1,,,,,,,,,7/12/2019,N,7/19/2019,N,7/26/2019,,8/2/2019,,8/9/2019,
AxB,R2,Float,Epp,5/14/19A,B7,P32_A,5,7/3/2019,1,1,,,,,,,,,7/11/2019,Y,7/18/2019,N,7/25/2019,,8/1/2019,,8/8/2019,
AxB,R2,Float,Epp,5/14/19A,F1,P74_A,5,7/3/2019,1,1,,,,,,,,,7/11/2019,Y,7/18/2019,N,7/25/2019,,8/1/2019,,8/8/2019,
AxB,R4,Sink,Epp,5/14/19A,H5,P22_A,5,7/3/2019,1,1,,,,,,,,,7/10/2019,N,7/17/2019,,7/24/2019,,7/31/2019,,8/7/2019,
AxB,R4,Sink,Epp,5/14/19A,H5,P22_B,5,7/3/2019,1,1,,,,,,,,,7/10/2019,N,7/17/2019,,7/24/2019,,7/31/2019,,8/7/2019,
AxB,R4,Sink,Epp,5/14/19A,H8,P25_A,5,7/3/2019,1,1,,,,,,,,,7/10/2019,N,7/17/2019,,7/24/2019,,7/31/2019,,8/7/2019,
AxB,R2,Float,Epp,5/14/19A,F8,P81_A,5,7/3/2019,1,1,,,,,,,,,7/11/2019,N,7/18/2019,,7/25/2019,,8/1/2019,,8/8/2019,
AxB,R4,Sink,Epp,5/14/19A,G7,P12_B,5,7/3/2019,1,1,,,,,,,,,7/11/2019,N,7/18/2019,,7/25/2019,,8/1/2019,,8/8/2019,
AxB,R2,Float,Epp,5/14/19A,E5,P66_A,5,7/3/2019,1,1,,,,,,,,,7/10/2019,Y,7/17/2019,Y,7/24/2019,,7/31/2019,missing,8/7/2019,N
AxB,R2,Sink,Epp,5/14/19A,A1,P14_A,5,7/3/2019,1,,,,,1,1,1,1,,7/10/2019,Y,7/17/2019,Y,7/24/2019,R,7/31/2019,R,8/7/2019,R
AxB,R2,Sink,Epp,5/14/19A,A2,P15_B,5,7/3/2019,1,,,,,1,1,1,1,,7/10/2019,Y,7/17/2019,Y,7/24/2019,R,7/31/2019,R,8/7/2019,R
AxB,R2,Sink,Epp,5/14/19A,A4,P17_A,5,7/3/2019,1,,,,,1,1,1,1,,7/10/2019,Y,7/17/2019,Y,7/24/2019,R,7/31/2019,R,8/7/2019,R
AxB,R2,Sink,Epp,5/14/19A,A6,P19_A,5,7/3/2019,1,,,,,1,1,1,1,,7/10/2019,Y,7/17/2019,Y,7/24/2019,R,7/31/2019,R,8/7/2019,R
AxB,R4,Sink,Epp,5/14/19A,H2,P19_B,5,7/3/2019,1,,,,,1,1,,1,,7/10/2019,Y,7/17/2019,Y,7/24/2019,R,7/31/2019,R,8/7/2019,R
AxB,R2,Sink,Epp,5/14/19A,A7,P20_A,5,7/3/2019,1,,,,,1,1,,1,,7/10/2019,Y,7/17/2019,Y,7/24/2019,R,7/31/2019,R,8/7/2019,R
AxB,R2,Sink,Epp,5/14/19A,A7,P20_B,5,7/3/2019,1,,,,,1,1,,1,,7/10/2019,Y,7/17/2019,Y,7/24/2019,R,7/31/2019,R,8/7/2019,R
AxB,R4,Float,Epp,5/14/19A,F10,P3_B,5,7/3/2019,1,,,,,1,1,,1,,7/11/2019,Y,7/18/2019,Y,7/25/2019,R,8/1/2019,R,8/8/2019,R
AxB,R2,Float,Epp,5/14/19A,B5,P30_A,5,7/3/2019,1,,,,,1,1,,1,,7/11/2019,Y,7/18/2019,Y,7/25/2019,R,8/1/2019,R,8/8/2019,R
AxB,R2,Float,Epp,5/14/19A,B6,P31_A,5,7/3/2019,1,,,,,1,,,1,,7/11/2019,Y,7/18/2019,Y,7/25/2019,R,8/1/2019,R,8/8/2019,R
AxB,R2,Float,Epp,5/14/19A,C1,P38_B,5,7/3/2019,1,,,,,1,,,1,,7/11/2019,Y,7/18/2019,Y,7/25/2019,R,8/1/2019,R,8/8/2019,R
AxB,R2,Float,Epp,5/14/19A,D5,P42_A,5,7/3/2019,1,,,,,,1,,1,,7/11/2019,Y,7/18/2019,Y,7/25/2019,R,8/1/2019,R,8/8/2019,R
AxB,R2,Float,Epp,5/14/19A,C7,P44_A,5,7/3/2019,1,,,,,1,1,1,1,,7/11/2019,Y,7/18/2019,Y,7/25/2019,R,8/1/2019,R,8/8/2019,R
AxB,R2,Float,Epp,5/14/19A,D8,P45_A,5,7/3/2019,1,,,,,1,1,1,1,,7/11/2019,Y,7/18/2019,Y,7/25/2019,R,8/1/2019,R,8/8/2019,R
AxB,R2,Float,Epp,5/14/19A,C10,P47_A,5,7/3/2019,1,,,,,1,,,1,,7/11/2019,Y,7/18/2019,Y,7/25/2019,R,8/1/2019,R,8/8/2019,R
AxB,R2,Float,Epp,5/14/19A,C10,P47_B,5,7/3/2019,1,,,,,,1,,1,,7/11/2019,Y,7/18/2019,Y,7/25/2019,R,8/1/2019,R,8/8/2019,R
AxB,R2,Float,Epp,5/14/19A,C11,P48_A,5,7/3/2019,1,,,,,1,1,1,1,,7/11/2019,Y,7/18/2019,Y,7/25/2019,R,8/1/2019,R,8/8/2019,R
AxB,R2,Float,Epp,5/14/19A,D1,P50_B,5,7/3/2019,1,,,,,1,1,1,1,,7/11/2019,Y,7/18/2019,Y,7/25/2019,R,8/1/2019,R,8/8/2019,R
AxB,R2,Float,Epp,5/14/19A,D3,P52_A,5,7/3/2019,1,,,,,1,1,1,1,,7/11/2019,Y,7/18/2019,Y,7/25/2019,R,8/1/2019,R,8/8/2019,R
AxB,R2,Float,Epp,5/14/19A,D3,P52_B,5,7/3/2019,1,,,,,,1,,1,,7/11/2019,Y,7/18/2019,Y,7/25/2019,R,8/1/2019,R,8/8/2019,R
AxB,R2,Float,Epp,5/14/19A,D4,P53_A,5,7/3/2019,1,,,,,1,1,1,1,,7/11/2019,Y,7/18/2019,Y,7/25/2019,R,8/1/2019,R,8/8/2019,R
AxB,R2,Float,Epp,5/14/19A,D4,P53_B,5,7/3/2019,1,,,,,1,1,1,1,,7/11/2019,Y,7/18/2019,Y,7/25/2019,R,8/1/2019,R,8/8/2019,R
AxB,R2,Float,Epp,5/14/19A,D8,P57_A,5,7/3/2019,1,,,,,1,1,1,1,,7/11/2019,Y,7/18/2019,Y,7/25/2019,R,8/1/2019,R,8/8/2019,R
AxB,R2,Float,Epp,5/14/19A,D8,P57_B,5,7/3/2019,1,,,,,,1,,1,,7/11/2019,Y,7/18/2019,Y,7/25/2019,R,8/1/2019,R,8/8/2019,R
AxB,R2,Float,Epp,5/14/19A,E3,P64_A,5,7/3/2019,1,,,,,1,1,1,1,,7/11/2019,Y,7/18/2019,Y,7/25/2019,R,8/1/2019,R,8/8/2019,R
AxB,R2,Float,Epp,5/14/19A,E7,P68_A,5,7/3/2019,1,,,,,1,1,1,1,,7/11/2019,Y,7/18/2019,Y,7/25/2019,R,8/1/2019,R,8/8/2019,R
AxB,R2,Float,Epp,5/14/19A,E7,P68_B,5,7/3/2019,1,,,,,,1,,1,,7/11/2019,Y,7/18/2019,Y,7/25/2019,R,8/1/2019,R,8/8/2019,R
AxB,R2,Float,Epp,5/14/19A,E11,P72_A,5,7/3/2019,1,,,,,,1,,1,,7/11/2019,Y,7/18/2019,Y,7/25/2019,R,8/1/2019,R,8/8/2019,R
AxB,R2,Float,Epp,5/14/19A,E12,P73_B,5,7/3/2019,1,,,,,1,1,1,1,HYBRID,7/11/2019,Y,7/18/2019,Y,7/25/2019,R,8/1/2019,R,8/8/2019,R
AxB,R2,Float,Epp,5/14/19A,F4,P77_A,5,7/3/2019,1,,,,,1,1,1,1,,7/11/2019,Y,7/18/2019,Y,7/25/2019,R,8/1/2019,R,8/8/2019,R
AxB,R2,Float,Epp,5/14/19A,F7,P80_A,5,7/3/2019,1,,,,,1,1,1,1,,7/11/2019,Y,7/18/2019,Y,7/25/2019,R,8/1/2019,R,8/8/2019,R
AxB,R4,Sink,Epp,5/14/19A,H2,P19_A,5,7/3/2019,1,,,,,,,,1,,7/11/2019,Y,7/18/2019,Y,7/25/2019,R,8/1/2019,R,8/8/2019,R
AxB,R2,Float,Epp,5/14/19A,C12,P49_B,5,7/3/2019,1,,,,,1,1,1,1,,7/11/2019,,7/18/2019,Y,7/25/2019,R,8/1/2019,R,8/8/2019,R
AxB,R2,Sink,Epp,5/14/19A,A4,P17_B,5,7/3/2019,1,,,,,1,1,1,1,,7/10/2019,Y,7/17/2019,Y,7/24/2019,Y,7/31/2019,R,8/7/2019,R
AxB,R2,Float,Epp,5/14/19A,B4,P29_B,5,7/3/2019,1,,,,,,1,,1,Not media changed until week 6!,7/11/2019,Y,7/18/2019,Y,7/25/2019,Y,8/1/2019,R,8/8/2019,R
AxB,R2,Float,Epp,5/14/19A,C2,P39_A,5,7/3/2019,1,,,,,1,1,1,1,Not media changed until week 6!,7/11/2019,Y,7/18/2019,Y,7/25/2019,Y,8/1/2019,R,8/8/2019,R
AxB,R2,Float,Epp,5/14/19A,D6,P43_A,5,7/3/2019,1,,,,,1,1,,1,Not media changed until week 6!,7/11/2019,Y,7/18/2019,Y,7/25/2019,Y,8/1/2019,R,8/8/2019,R
AxB,R4,Float,Epp,5/14/19A,F12,P5_A,5,7/3/2019,1,,,,,1,1,,1,"OVERLAPS, not media changed until week 6!",7/11/2019,Y,7/18/2019,Y,7/25/2019,Y,8/1/2019,R,8/8/2019,R
AxB,R2,Float,Epp,5/14/19A,E1,P62_A,5,7/3/2019,1,,,,,1,1,1,1,Not media changed until week 6!,7/11/2019,Y,7/18/2019,Y,7/25/2019,Y,8/1/2019,R,8/8/2019,R
AxB,R2,Float,Epp,5/14/19A,E5,P66_B,5,7/3/2019,1,,,,,,1,,1,Not media changed until week 6!,7/11/2019,Y,7/18/2019,Y,7/25/2019,Y,8/1/2019,R,8/8/2019,R
AxB,R4,Sink,Epp,5/14/19A,G9,P14_A,5,7/3/2019,1,,1,,,,,,,,7/10/2019,Y,7/17/2019,Y,7/24/2019,Y,7/31/2019,Y,8/7/2019,Y
AxB,R2,Sink,Epp,5/14/19A,A2,P15_A,5,7/3/2019,1,,1,,,,,,,,7/10/2019,Y,7/17/2019,Y,7/24/2019,Y,7/31/2019,Y,8/7/2019,Y
AxB,R2,Float,Epp,5/14/19A,D6,P43_B,5,7/3/2019,1,,1,,,,,,,,7/11/2019,Y,7/18/2019,Y,7/25/2019,Y,8/1/2019,Y,8/8/2019,Y
AxB,R2,Float,Epp,5/14/19A,E4,P65_A,5,7/3/2019,1,,1,,,,,,,,7/11/2019,Y,7/18/2019,Y,7/25/2019,Y,8/1/2019,Y,8/8/2019,Y
AxB,R2,Float,Epp,5/14/19A,E5,P66_A,5,7/3/2019,1,,1,,,,,,,,7/11/2019,Y,7/18/2019,Y,7/25/2019,Y,8/1/2019,Y,8/8/2019,Y
AxB,R2,Float,Epp,5/14/19A,F8,P81_B,5,7/3/2019,1,,1,,,,,,,atypical sterile pheno,7/11/2019,Y,7/18/2019,Y,7/25/2019,Y,8/1/2019,Y,8/8/2019,Y
AxB,R2,Float,Epp,5/14/19A,F9,P82_A,5,7/3/2019,1,,1,,,,,,,,7/11/2019,Y,7/18/2019,Y,7/25/2019,Y,8/1/2019,Y,8/8/2019,Y
AxB,R4,Sink,Epp,5/14/19A,G7,P12_A,5,7/3/2019,1,,1,,,,,,,"OVERLAP, atypical sterile pheno",7/11/2019,Y,7/18/2019,Y,7/25/2019,Y,8/1/2019,Y,8/8/2019,Y
D8222,R1,Sink,Epp,5/15/19A,F6,P22_A,5,7/3/2019,1,1,,,,,1,,1,,7/11/2019,Y,7/18/2019,Y,7/25/2019,R,8/1/2019,R,8/8/2019,R
D8179,R2,Sink,Epp,5/15/19A,E8,P3_A,5,7/3/2019,1,1,,,,,,,,,7/11/2019,Y,7/18/2019,Y,7/25/2019,Y,8/1/2019,Y,8/8/2019,N
AxB,R4,Sink,Epp,5/15/19A,A8,P37_A,5,7/3/2019,1,,,,,,1,1,1,,7/10/2019,Y,7/17/2019,Y,7/24/2019,R,7/31/2019,R,8/7/2019,R
